time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,temp,pressure,humidity,Year,month,day
2015-November-25,13789,17278,97672,142575,9428,16559,18464,33585,146063,2121,1715,20820,5809,283830,19296,282712,746274,748587,50.7675,58.93458333,285.3992208,1021.375,70.64166667,2015,November,25
2015-November-26,13283,16574,99483,157823,9203,17111,19352,26955,146190,2120,1687,25292,5678,272569,23875,272160,734826,740918,50.05541667,57.86291667,286.382373,1018.180328,67.32786885,2015,November,26
2015-November-27,11381,18186,119060,164892,9593,11864,20153,46571,146242,2175,1746,26744,5717,172762,22830,172864,727555,728144,54.77541667,62.85458333,285.9621585,1017.01626,71.57723577,2015,November,27
2015-November-28,11019,11455,92443,153902,7531,27096,18810,29225,146248,2122,1703,27352,5682,147091,24798,147539,645689,651996,47.18666667,55.35958333,284.5495083,1022.358333,72.49166667,2015,November,28
2015-November-29,11069,11192,115580,147399,7478,30271,18048,34129,146256,2103,1523,29446,5770,70450,26933,70333,603583,607329,49.65916667,59.23,282.7119458,1031.575,64.325,2015,November,29
2015-November-30,11755,19868,189011,164352,9203,13105,19423,69052,137141,2165,1601,28039,5585,54401,26766,54417,731031,736610,60.12958333,69.50541667,282.1846625,1033.6,73.34166667,2015,November,30
2015-December-01,12670,20509,133017,162854,7297,9879,22479,71528,170435,1891,1661,20163,6409,143247,19525,141636,759652,762998,58.82958333,73.92916667,281.5958292,1031.025,74.8,2015,December,1
2015-December-02,10370,21722,164676,178968,8678,7897,29777,115839,163480,1982,1699,18023,4919,44592,16018,46065,803144,759149,64.66375,74.79083333,282.3111958,1029.05,72.75,2015,December,2
2015-December-03,12653,15149,115488,105614,7503,8220,37673,107785,169980,1950,1650,48146,3595,81188,47671,79506,693296,696217,46.71208333,69.99708333,283.6022607,1029.116667,71.45833333,2015,December,3
2015-December-04,9125,1222,94442,60527,6421,39593,28684,40852,167398,1010,1439,37838,3627,144840,39197,143235,559940,564635,33.28291667,72.62041667,284.0232625,1033.075,77.325,2015,December,4
2015-December-05,11447,22844,118970,120064,8999,4742,27025,98279,120958,2033,1645,52446,4854,80901,55275,80642,693154,690957,53.10833333,67.1825,284.676175,1030.95,78.28333333,2015,December,5
2015-December-06,11142,22755,121915,167613,8022,1565,20551,63484,121525,2117,1840,33487,6637,67949,35499,68033,686699,683433,58.17416667,58.58833333,284.986541,1028.737705,76.63114754,2015,December,6
2015-December-07,12702,22639,116996,160632,7306,11693,14326,34675,150404,2105,1579,62910,6544,69375,60270,69995,642374,637591,52.4375,57.555,284.9077167,1028.991667,78.95,2015,December,7
2015-December-08,12736,21495,142372,176787,7917,3578,13947,38176,157933,1985,1625,32663,6324,87277,39017,87171,717385,713964,58.98875,63.1175,285.4696055,1031.583333,81.59166667,2015,December,8
2015-December-09,12972,17293,105261,125031,7660,6741,13660,34174,164212,1914,1631,29882,5797,92977,31477,92286,601057,606339,51.43375,69.11083333,285.4831995,1034.55,79.80833333,2015,December,9
2015-December-10,12966,633,119780,100347,5385,11912,14174,33440,141318,2074,1652,16847,5890,105094,15965,104804,546128,558797,48.51583333,71.82083333,284.263124,1032.702479,80.76033058,2015,December,10
2015-December-11,12710,17822,159209,173916,9511,5133,17420,75954,122177,2163,1824,28387,6579,29054,28573,29155,678604,683848,60.35166667,70.5525,284.2621818,1031.595041,78.75206612,2015,December,11
2015-December-12,12946,22301,154709,173016,7797,10605,15171,37803,146214,2120,1767,10641,5954,51282,11333,51475,665442,663958,60.18958333,67.165,283.9688542,1026.125,79.15,2015,December,12
2015-December-13,12625,16702,107796,147594,7597,26201,12767,17322,150250,2031,1661,8212,5873,102154,9153,101957,613071,621809,46.32458333,55.6575,283.6775003,1021.25,79.68333333,2015,December,13
2015-December-14,12589,19629,128838,160386,8664,19076,14232,33985,154055,2117,1631,7250,5863,177589,7512,177789,734932,743553,52.35875,61.47458333,284.8045141,1020.941667,72.39166667,2015,December,14
2015-December-15,12177,18581,104833,161367,9233,20118,15925,36269,154506,2151,1724,15122,5801,180185,15646,179844,747066,744463,50.315,59.22041667,286.1151169,1025.725,67.59166667,2015,December,15
2015-December-16,12177,19098,143213,160923,9680,15817,15860,40582,156268,2130,1793,14899,5644,129975,14954,129808,738639,736128,55.78458333,64.76125,285.9567419,1029.575,67.81666667,2015,December,16
2015-December-17,12479,19822,136221,164287,9749,9847,16060,44041,160405,2142,1770,12565,5792,121284,12248,121221,731973,733198,55.73833333,64.36541667,284.9132875,1027.825,70.5,2015,December,17
2015-December-18,12978,18909,138541,164360,9591,8687,16629,48325,158814,2092,1810,14790,5475,108519,14714,108658,728389,718138,55.84333333,64.2075,284.7452292,1027.275,72.95833333,2015,December,18
2015-December-19,12688,95,89250,148827,7610,19405,13685,21478,154466,2051,1774,20751,5640,146248,20214,146178,645502,654187,47.21708333,55.56041667,285.0847917,1023.741667,70.06666667,2015,December,19
2015-December-20,12691,1363,119719,136337,6932,25590,14154,28762,165520,2089,1693,11918,5511,115796,11976,115881,605875,607115,46.19541667,56.43083333,284.915876,1024.239669,74.69421488,2015,December,20
2015-December-21,13114,13156,155971,142517,9109,6416,15629,52407,170132,2123,1728,17103,5600,95513,17021,95010,734741,707580,56.90083333,65.61041667,283.8457667,1030.766667,76.08333333,2015,December,21
2015-December-22,12163,13075,138445,132885,9430,10592,15581,42772,170283,2131,1796,18187,5111,141447,19333,141941,729035,714590,55.03875,63.93083333,283.6155167,1031.891667,73.725,2015,December,22
2015-December-23,11338,13794,154327,146040,9726,5004,16719,59618,170290,2085,1841,13477,4356,62615,14589,62975,715696,699394,57.00083333,65.59375,283.2860833,1029.7,78.26666667,2015,December,23
2015-December-24,9381,124,96354,127512,7335,19425,15669,26786,170410,1604,1892,12708,4528,111533,13786,111541,616255,611454,48.31416667,58.48583333,283.8685167,1028.383333,76.6,2015,December,24
2015-December-25,9223,0,104027,71986,4447,34869,12596,18085,170469,1011,1809,18036,4692,97058,18095,96882,526885,522733,45.16208333,57.30541667,283.2721667,1030.975,78.26666667,2015,December,25
2015-December-26,10463,0,107275,54950,5889,35992,12743,29904,170439,1013,1660,15905,4452,153288,16242,152700,570985,579874,41.70083333,53.05416667,282.73755,1031.15,76.64166667,2015,December,26
2015-December-27,10087,0,84684,32072,6031,47154,12458,25742,170403,972,1570,14004,4348,216300,14402,215314,564269,572717,28.14125,40.46958333,283.82975,1028.808333,72.76666667,2015,December,27
2015-December-28,10265,0,89375,43198,7857,24065,15537,34322,169923,1055,1631,9212,4314,268352,9849,267903,678331,658883,36.1125,48.38958333,285.2439542,1026.183333,74.275,2015,December,28
2015-December-29,9829,5277,105335,89969,8671,17135,17139,52828,170209,1042,1757,13154,4314,146048,11532,146771,679946,653347,46.97625,57.29541667,285.1665081,1029.02439,78.52845528,2015,December,29
2015-December-30,9469,0,96633,77731,8669,18771,16333,29045,170250,1181,1798,14557,3516,193313,14986,192790,653288,649212,40.40916667,51.45416667,284.4763583,1025.783333,75.20833333,2015,December,30
2015-December-31,9254,0,113494,83309,6931,19506,17546,49990,169989,1200,1876,6302,2763,106921,5957,107305,599951,598207,48.18708333,58.64166667,285.2774882,1024.653543,84.11023622,2015,December,31
2016-January-01,9179,0,88786,28660,4991,52729,15637,24960,168530,2027,1640,8929,2830,206460,7706,205469,522422,524631,26.92375,39.94083333,285.9267154,1020.764228,83.28455285,2016,January,1
2016-January-02,12274,14858,120216,125135,9253,10387,24514,115022,147308,2175,1724,28510,5530,78602,27131,79888,729302,721426,43.56625,42.24041667,285.0640372,1019.892562,71.88429752,2016,January,2
2016-January-03,11706,0,91459,52844,7320,8364,35647,154087,170498,2217,1750,45620,4989,187721,42806,187620,755263,748048,29.395,30.70208333,284.5974063,1014.367188,75.3515625,2016,January,3
2016-January-04,10673,0,103415,32719,8507,11308,42437,139443,168278,1220,1999,52211,3660,153521,50910,155021,703846,697713,32.45625,42.0225,286.3418427,1005.145161,77.74193548,2016,January,4
2016-January-05,5598,0,69426,22716,4787,54792,33526,99822,123075,266,1563,62393,5447,213922,59785,213278,543451,532014,14.3025,42.1325,283.0328125,1006.641667,66.68333333,2016,January,5
2016-January-06,7853,654,103501,42857,7273,4859,35608,82572,146431,311,2168,65406,6211,133282,63860,133001,673439,671970,37.7575,27.47583333,282.0073833,1013.491667,68.85,2016,January,6
2016-January-07,8009,13163,144788,126490,7343,1814,24396,63309,164327,1214,2177,59216,6181,65297,58634,65038,736418,735381,43.23875,38.78291667,287.1117541,1012.54918,74.31147541,2016,January,7
2016-January-08,9228,16073,127479,123851,6453,2865,19030,56006,167089,1335,2088,57578,7311,93297,55764,93908,725829,731933,42.84708333,43.3975,287.748562,1010.123967,75.59504132,2016,January,8
2016-January-09,8968,20422,139726,150275,7505,876,16787,55823,166667,1351,2058,47866,7697,84789,46056,85735,752458,754541,42.93458333,36.37583333,286.5535738,1008.286885,71.80327869,2016,January,9
2016-January-10,8499,12899,112325,112906,5765,1661,9892,29766,166002,1272,2125,38355,7578,56161,39094,56695,608807,609098,44.09916667,21.44458333,286.9684756,1008,70.35772358,2016,January,10
2016-January-11,8015,14547,112590,129463,6913,21544,10450,33602,143805,1405,2130,19096,7373,61032,19659,61429,554260,562658,50.58208333,35.87333333,286.569704,1010.032,69.544,2016,January,11
2016-January-12,8619,20581,248173,163881,6697,5480,20107,76126,121717,1553,2103,7535,7075,73296,7513,74740,746422,750802,63.88666667,46.02458333,283.2801148,1021.040984,72.44262295,2016,January,12
2016-January-13,10412,0,117261,93517,9406,28255,26789,138104,143883,2164,1808,18456,4751,141797,16979,140294,755208,760649,40.00791667,48.28583333,281.38955,1023.55,74.34166667,2016,January,13
2016-January-14,10972,0,130333,96499,9419,32334,27699,137828,146169,2178,1833,6094,4623,178807,8427,180961,755792,765684,37.31041667,46.09791667,283.482252,1018.365854,79.43902439,2016,January,14
2016-January-15,11678,0,116405,82544,9513,31945,28522,124957,146085,2160,1918,13039,4783,213082,11827,213155,765302,761246,39.10291667,47.38916667,282.6526971,1022.429752,71.85123967,2016,January,15
2016-January-16,12554,0,98323,55335,7325,42454,27551,117538,146225,2106,1840,28088,5132,179531,24883,180263,693692,691522,35.37125,42.52541667,280.7579583,1028.441667,52.49166667,2016,January,16
2016-January-17,13311,1628,101149,53979,7188,39773,26501,118233,146271,2122,1778,13768,5575,130607,13284,129576,651125,657574,37.27083333,45.50833333,279.4150826,1025.082645,65.55371901,2016,January,17
2016-January-18,13586,12000,128439,85726,9008,22435,27121,129035,146011,2176,1728,13646,5975,234361,13264,234496,766575,775584,42.46,51.15625,282.5163667,1017.333333,69.74166667,2016,January,18
2016-January-19,13673,14195,197500,130472,9761,15966,28111,137591,146201,2128,1819,11261,6419,80352,11614,87359,787539,780481,52.11666667,59.78333333,281.652262,1017.688525,75.45901639,2016,January,19
2016-January-20,13329,18168,191954,147231,9737,15411,27922,128007,146136,2145,1888,11154,6583,66093,11159,66463,780136,776701,53.04541667,60.72291667,281.9018967,1017.024793,77.51239669,2016,January,20
2016-January-21,13591,21705,180753,158517,9724,15898,27638,115348,146249,2134,1926,10645,6598,105934,10758,105837,771528,773211,51.05666667,58.74458333,282.333996,1021.532258,82.12096774,2016,January,21
2016-January-22,12623,21492,141714,146610,9689,13393,27350,114676,146263,2075,1751,9177,6413,86246,10013,86447,751483,758685,47.47916667,55.25958333,284.1294094,1028.181102,84.42519685,2016,January,22
2016-January-23,12364,10350,103333,112048,7331,25163,26282,89628,146273,2021,1770,15402,6336,67761,14589,68162,674787,664551,42.06208333,49.00666667,285.4815444,1031.951613,82.98387097,2016,January,23
2016-January-24,11891,0,87825,50615,7464,42635,25217,69730,146266,1950,1719,21533,6172,126626,20085,126099,615264,614945,34.32166667,43.1725,285.1830363,1031.112903,81.37096774,2016,January,24
2016-January-25,12555,14612,131860,128206,9317,19623,25728,105501,146258,1971,1770,12823,6537,83016,14832,83999,726711,728975,46.60083333,55.43958333,285.8017641,1030.166667,80.625,2016,January,25
2016-January-26,12508,21871,138014,159159,9911,5573,25272,110839,146240,2029,1847,10696,6615,47952,11356,47257,744724,745571,48.85375,56.55541667,284.8505444,1030.653226,85.12903226,2016,January,26
2016-January-27,12183,19449,134564,118459,9628,5605,24775,103089,146122,1997,1824,12975,6327,99234,13811,99298,749603,746298,43.35875,51.35583333,284.6715325,1028.430894,82.04065041,2016,January,27
2016-January-28,12351,19384,137997,125083,9555,8207,25909,112964,146300,2006,1829,9315,6189,63650,9917,63341,752971,745695,47.2625,55.24416667,284.1958968,1028.468254,83.25396825,2016,January,28
2016-January-29,11621,21108,140287,130367,9818,9571,25287,106303,146267,2040,1882,9495,6340,57119,10303,57369,749019,739412,45.91916667,53.87666667,284.1515,1032.031746,81.54761905,2016,January,29
2016-January-30,11173,1779,94577,92686,7612,24268,21773,77052,146262,2005,1878,20915,6095,148193,20884,146811,664343,663834,37.5425,44.90458333,283.1871656,1031.841667,78.08333333,2016,January,30
2016-January-31,11214,0,86135,47755,6856,54781,22248,64101,147307,1963,1651,21962,4898,205758,22713,205985,614129,615162,32.19041667,40.99875,284.7118508,1031.008333,73.59166667,2016,January,31
2016-February-01,9578,828,92924,35653,5994,31663,16013,45243,168375,2126,1669,13063,2647,226604,10948,226130,589599,589185,31.64791667,52.39708333,285.3225042,1030.975,77.20833333,2016,February,1
2016-February-02,12247,17585,124622,135703,9580,4829,24135,118158,147339,2256,1903,17448,5572,57406,18918,57343,738106,734679,41.67875,50.08666667,284.1144375,1027.733333,83.025,2016,February,2
2016-February-03,11133,0,85110,47454,7279,20487,35933,140758,170589,2138,1752,42147,4646,240323,40244,239448,739701,746436,23.49958333,41.85583333,284.3762302,1029.079365,73.96825397,2016,February,3
2016-February-04,9898,0,88507,30503,6896,12954,41501,127709,168407,1236,1978,45339,3372,111962,42791,111021,627014,628344,26.71416667,43.42666667,282.3133,1033.691667,68.71666667,2016,February,4
2016-February-05,6226,0,82652,27363,6087,12483,34410,120308,123024,411,1777,64897,5877,152688,62594,153561,602985,609728,25.57,46.10125,282.2414583,1026.775,71.15833333,2016,February,5
2016-February-06,7866,297,120977,63850,7277,2388,34603,115160,146581,923,2178,56677,6359,54615,56587,55489,678643,677245,39.99,35.00541667,283.99575,1019.191667,74.45,2016,February,6
2016-February-07,8028,956,103477,102339,5353,5440,22643,43106,167133,1186,2106,59032,6261,93836,58579,93521,663733,661861,39.19625,26.715,284.54152,1017.472,67.744,2016,February,7
2016-February-08,9302,20128,143018,133286,6897,1311,19521,63767,166901,1358,2015,57293,7467,71911,58300,72167,744683,746732,42.8075,39.28875,285.611,1023.416667,66.63333333,2016,February,8
2016-February-09,9019,21374,148999,159398,7323,106,16378,66571,167013,1364,2085,48879,7589,50994,47852,51312,756006,758896,45.51916667,32.84875,286.5648333,1017.483333,69.875,2016,February,9
2016-February-10,8650,12751,98213,96584,5626,5834,9598,28340,167039,1218,1931,41435,7617,39645,40766,39926,558744,562612,44.30041667,36.18916667,285.8609846,1013.830769,74.94615385,2016,February,10
2016-February-11,8257,19002,213926,141480,7039,5625,11027,59518,143753,1396,2154,25377,7484,33747,25826,33880,677582,669507,61.88125,40.50208333,286.2658618,1012.95935,81.31707317,2016,February,11
2016-February-12,8843,20284,267375,157683,7001,8299,20260,81527,120737,1431,2165,12681,6845,49813,12493,50170,742726,742850,64.01041667,33.13,287.2478737,1009.741667,80.725,2016,February,12
2016-February-13,9245,0,60703,26032,6527,55300,29558,115467,90554,2176,1482,7237,3250,344390,8127,344917,658865,663733,8.928333333,18.65916667,289.062719,1006.454545,76.85950413,2016,February,13
2016-February-14,9175,0,58463,25745,5079,44199,27160,121354,89639,2199,1399,11305,2936,294815,13621,294663,622233,626703,6.795833333,18.6525,284.7771833,1002.608333,65.525,2016,February,14
2016-February-15,9738,0,88069,29626,7638,32967,27603,141539,100132,2258,1451,21718,3346,326614,24117,326383,753485,756521,18.73625,30.23333333,281.8636375,1012.883333,60.56666667,2016,February,15
2016-February-16,10837,3166,120694,57190,8987,31489,28000,154931,131309,2126,1698,38142,3107,216860,35760,217862,787094,771331,32.70208333,43.68916667,279.9079956,1025.2,55.75833333,2016,February,16
2016-February-17,11774,5941,126388,100953,8990,23460,28692,151389,144591,2199,1855,36061,3406,139063,35034,138868,787739,781802,37.6025,46.835,279.2080107,1021.125,59.28333333,2016,February,17
2016-February-18,12327,6272,141003,114832,8599,18492,29211,160727,144647,2234,1839,12439,4291,94770,13577,95740,785349,785790,36.77083333,46.29083333,281.4429347,1018.349593,71.55284553,2016,February,18
2016-February-19,12357,4815,124972,116339,8187,18535,29920,148556,144712,2300,1898,25386,4881,72621,25039,73132,781338,771261,37.9125,46.84916667,280.8511188,1024.675,71.23333333,2016,February,19
2016-February-20,12462,0,94611,67107,5998,37997,28560,137859,146856,2259,1824,36691,4863,81725,35426,81894,688152,681651,32.92041667,41.19958333,281.8522888,1028.8,68.25,2016,February,20
2016-February-21,11312,0,96601,28598,5106,43692,27979,133695,146798,2210,1471,22391,4537,117674,30295,117119,628012,632443,24.32625,35.00875,283.4358141,1025.391667,67.3,2016,February,21
2016-February-22,12807,0,123325,75422,7861,10399,29912,142817,151923,2250,1707,25931,5043,84107,28895,84993,741580,735371,38.72125,48.16041667,285.11435,1020.208333,67.76666667,2016,February,22
2016-February-23,12795,0,92114,69333,8038,25998,29458,136702,159724,2252,1771,32099,5173,173423,31417,172397,738979,738185,32.83875,42.26958333,285.5482154,1023.674797,70.83739837,2016,February,23
2016-February-24,12681,0,85734,67651,8188,8829,29950,154625,166271,2199,1773,17836,4855,151304,21762,151525,738115,745808,30.22958333,39.10958333,284.2508347,1017.710744,72.83471074,2016,February,24
2016-February-25,12238,0,82443,48295,8132,12371,34378,154762,170276,2186,1774,21230,5373,202415,20005,202882,747776,739315,26.97916667,36.69958333,285.2447667,1016.316667,69.59166667,2016,February,25
2016-February-26,12051,0,77260,53181,8021,10535,38172,156833,170042,2195,1791,8085,5024,210708,10023,209719,746239,753671,24.66916667,34.11958333,283.4418374,1008.03252,74.70731707,2016,February,26
2016-February-27,8975,0,45756,27064,5740,24839,36713,128759,154858,2142,1466,15834,5015,294448,17322,294631,692314,694507,5.854583333,14.51458333,281.569264,995.72,70.544,2016,February,27
2016-February-28,8748,0,43960,28592,5929,44219,34804,107905,154633,2143,1372,22520,5022,277333,23657,277533,643735,638245,6.922083333,14.755,283.4076833,1004.175,67.725,2016,February,28
2016-February-29,10954,0,66251,40194,7577,19768,34539,140625,163001,2209,1545,36436,5002,279401,36713,279224,733553,730450,21.8,30.65291667,284.0476667,1016.141667,56.23333333,2016,February,29
2016-March-01,9483,283,89084,27690,6141,49580,15665,31818,163809,2086,1561,4386,3342,308618,5195,307741,584760,590946,18.61416667,38.73458333,283.9895667,1025.041667,55.56666667,2016,March,1
2016-March-02,12296,102,97641,82685,9346,17805,23438,82664,147371,2270,1914,16385,5350,192364,17143,192721,738422,737914,32.96625,32.87875,285.6023977,1021.141667,60.65833333,2016,March,2
2016-March-03,11581,0,91418,47209,7352,12333,37001,147470,170599,2195,1773,45007,4753,199998,43515,199556,738187,736599,25.52916667,35.68,285.1506818,1017.561983,65.24793388,2016,March,3
2016-March-04,8862,0,76827,24762,6860,57750,39955,107614,168292,1230,1579,23525,3216,226804,24327,227175,584813,593496,14.06541667,28.45541667,284.7009357,1008.041322,68.81818182,2016,March,4
2016-March-05,7503,0,91242,28492,6296,10335,34288,133648,122969,393,1904,64530,5673,154429,62383,154722,665532,663763,26.9525,19.81875,283.3679116,1007.536585,61.60162602,2016,March,5
2016-March-06,7681,0,120682,64684,7277,3678,34369,110033,146542,1361,2170,51919,5958,56509,52315,56476,675899,678255,40.27125,22.80583333,282.4962479,1012.132231,62.25619835,2016,March,6
2016-March-07,7922,897,104890,74254,5313,28169,21946,30603,167373,1184,1982,56464,6585,146870,55500,145570,612411,616138,34.14416667,35.67666667,282.1469708,1008.658333,71.38333333,2016,March,7
2016-March-08,8974,21674,144348,134723,6951,69,19347,68647,166510,1419,2077,55586,7516,60845,55581,61681,754165,754466,44.94791667,39.77583333,282.5396779,1017.408333,63.7,2016,March,8
2016-March-09,9304,15275,125152,142583,6366,1432,15618,38516,166777,1348,2118,44855,7557,56559,45312,57092,685198,688175,42.82041667,30.665,282.5572518,1014.625,66.55,2016,March,9
2016-March-10,8609,19835,140923,109885,6618,597,10175,43516,166814,1337,1870,42092,6754,79068,42970,78727,679294,674448,49.20625,30.94208333,282.5779631,1014.540984,64.96721311,2016,March,10
2016-March-11,8549,20950,229090,141875,6991,1845,11144,59822,143652,1387,2135,16573,7289,38085,17972,38126,676337,681285,63.96,39.43708333,282.7345583,1019.683333,63.18333333,2016,March,11
2016-March-12,8825,13898,126141,138253,5461,10939,17677,37618,123494,1392,1964,8585,6856,127370,8243,125999,670994,672422,55.10416667,35.98833333,282.8680292,1021.758333,62.58333333,2016,March,12
2016-March-13,10485,0,77271,26745,6692,39046,32620,90349,170329,2216,1559,51387,4940,156655,48652,156795,621151,616197,23.99541667,32.94833333,283.5110458,1019.75,64.95833333,2016,March,13
2016-March-14,10399,4899,124649,86342,7382,7999,34934,144446,170576,2255,1735,38242,4919,69608,38380,70390,741120,745308,37.22416667,45.79833333,283.1772625,1017.433333,71.09166667,2016,March,14
2016-March-15,9887,6833,141148,112069,7728,1574,34484,149620,170479,2168,1811,19925,5027,49216,20873,49260,750226,756353,41.49208333,49.04333333,283.5570292,1018.966667,72.125,2016,March,15
2016-March-16,9912,4779,96049,97659,7729,8135,32367,114037,170476,2215,1751,31883,5171,152084,32865,152063,754606,745580,35.40375,42.70416667,284.1161488,1017.033058,69.07438017,2016,March,16
2016-March-17,9873,6942,129332,115586,7791,5331,33007,142126,170427,2241,1834,32363,5002,40968,35899,41431,743528,747395,41.58625,48.61791667,283.6655958,1018.775,71.01666667,2016,March,17
2016-March-18,10724,7052,119344,117485,8098,5562,33454,139409,170450,2187,1861,15014,4826,46440,17867,46493,747868,738482,43.61791667,50.49125,284.3791033,1016.801653,73.05785124,2016,March,18
2016-March-19,11591,5271,91843,102471,6831,10693,31973,107984,170434,2157,1821,17887,5088,68161,17688,68518,657390,654193,37.50958333,44.37083333,285.283448,1013.6,82.336,2016,March,19
2016-March-20,11998,0,93029,88015,6790,19743,33084,92155,170483,2180,1767,23315,5166,49070,25136,49330,607620,607417,34.88333333,42.65875,284.8395953,1013.231405,81.95867769,2016,March,20
2016-March-21,12196,0,106873,95952,7826,9188,34509,113407,170469,2184,1596,16222,5099,107855,18541,108117,719666,716702,35.76666667,43.78708333,284.9684959,1012.00813,84.09756098,2016,March,21
2016-March-22,11983,0,96126,80311,8020,7594,35794,113812,170470,2183,1626,17545,4968,152922,18856,151866,719083,716720,34.57166667,42.715,284.9319274,1008.25,76.28225806,2016,March,22
2016-March-23,11854,0,80603,43068,7976,21877,34418,99130,170411,2172,1732,30594,4928,268593,29169,267718,700615,701073,29.89416667,38.385,284.8148333,1008.008333,62.64166667,2016,March,23
2016-March-24,11676,0,79698,30757,6528,18244,32904,111821,170409,2171,1807,53181,5130,137582,50354,137744,594862,609031,28.515,38.12333333,284.9825375,1015.983333,63.46666667,2016,March,24
2016-March-25,11745,0,84295,26790,6621,38546,33228,87507,170382,2154,1812,36697,5005,161193,38825,161040,562692,566475,26.61125,38.475,285.8247008,1021.737705,68.97540984,2016,March,25
2016-March-26,11404,0,79262,24100,5603,55380,34988,65254,153840,2099,1379,28177,5016,224435,29726,223316,591176,587540,19.72333333,31.21458333,287.7727583,1019.833333,69.43333333,2016,March,26
2016-March-27,10631,0,64705,23170,4960,53393,35457,64647,137478,2115,1277,35653,4830,223929,36574,224851,566371,558587,12.80375,23.75291667,287.5662727,1017.77686,61.52066116,2016,March,27
2016-March-28,10543,0,72617,25614,7039,37336,40270,77300,127278,2112,1325,25731,5023,236514,26375,236088,630584,621902,15.13458333,25.9875,287.62355,1016.858333,61.05833333,2016,March,28
2016-March-29,11085,0,86388,39477,7936,27333,41939,96169,158006,2123,1656,43421,5066,164524,40918,164705,692656,685274,31.21333333,40.49666667,289.3948667,1015.616667,63.175,2016,March,29
2016-March-30,11318,0,82674,38717,8158,24979,43176,101754,168330,2119,1643,48451,5153,166220,47253,166166,696477,685809,30.15583333,38.87333333,288.0865,1011.925,69.48333333,2016,March,30
2016-March-31,10765,0,81713,28022,8023,31759,41521,96095,168189,1689,1550,31921,4218,268868,34108,269451,693541,694637,22.225,31.71166667,286.0931805,1011.65,63.11666667,2016,March,31
2016-April-01,10038,0,100641,45345,8569,17384,21009,72934,145901,2142,1686,4335,4355,245770,5019,246950,695371,676986,31.37666667,41.64208333,283.9729333,1015.883333,60.09166667,2016,April,1
2016-April-02,12617,0,107234,88617,8781,16963,22725,116276,148330,2233,1872,30046,5358,144875,25599,144936,747436,740492,34.40583333,34.56875,285.1489833,1011.566667,61.55833333,2016,April,2
2016-April-03,10104,0,76761,31012,7420,15971,38168,141462,170575,2114,1647,31120,4320,248677,31710,247593,730664,737071,19.40416667,23.01791667,286.0344833,1011.208333,67.20833333,2016,April,3
2016-April-04,8966,0,94142,35522,7616,7470,42046,146578,166270,1202,1839,8100,3481,158149,9166,158847,700214,711549,28.21375,36.28125,285.716368,1006.464,84.072,2016,April,4
2016-April-05,7811,0,105675,36952,6463,4923,35757,142948,124039,468,2066,40897,5716,86885,40477,87526,669868,670287,33.07291667,29.9025,285.9523388,1008.38843,76.58677686,2016,April,5
2016-April-06,7864,0,105608,41786,6229,11162,32352,67121,147403,1358,2059,53621,5981,69558,53412,70015,608566,608019,39.04541667,36.81291667,287.3216667,1015.016667,67.19166667,2016,April,6
2016-April-07,8228,11793,142184,124881,6704,5143,21939,55106,167147,1315,1989,51649,6985,105111,53980,104990,740783,732301,41.64791667,32.36958333,287.5563033,1015.040984,66.63934426,2016,April,7
2016-April-08,9572,21130,123333,136612,6931,1882,18338,58232,166393,1338,1974,53389,7554,104348,54592,104744,751087,750029,43.12458333,29.52708333,285.5055917,1014.675,59.8,2016,April,8
2016-April-09,9212,15576,125423,133078,5846,3228,15242,36728,166697,1342,2023,43968,7471,64446,44427,64889,646866,650534,42.17166667,25.68166667,286.6195,1011.916667,62.26666667,2016,April,9
2016-April-10,8402,21796,173143,115762,7002,407,10416,55864,165863,1264,2034,37282,6740,62383,39456,62608,694028,694628,52.98791667,18.42958333,286.8570165,1006.140496,69.81818182,2016,April,10
2016-April-11,8461,19711,216716,133629,6871,6312,12228,53979,142717,1388,2207,4946,7421,100932,6383,99210,676682,691739,60.51375,27.85416667,287.0742686,1008.636364,69.57024793,2016,April,11
2016-April-12,8117,13365,95143,96498,5188,30055,18318,37112,125310,1352,1864,5414,5789,168146,4704,169011,622254,627764,46.16166667,30.89583333,287.6071352,1010.557377,73.59016393,2016,April,12
2016-April-13,5399,0,90942,30813,6471,17802,42117,139920,170288,1199,1839,32094,5095,205126,31224,204669,701943,702858,22.62,31.395,288.802625,1012.608333,61.55,2016,April,13
2016-April-14,5245,0,86911,25782,6285,12435,43367,126869,170296,1298,1923,45543,4788,187671,43312,187737,698033,700097,25.095,33.07625,289.4834417,1013.341667,63.56666667,2016,April,14
2016-April-15,5030,0,87370,29866,6402,23290,45357,136798,170265,1250,1920,35320,5536,156866,35548,156144,692042,691586,24.96708333,32.86666667,289.3290123,1011.065574,74.48360656,2016,April,15
2016-April-16,4554,0,68021,25610,4944,45239,44599,129596,169889,1257,1617,20466,5693,202779,22770,203840,615344,618819,18.38541667,25.88875,289.9027016,1010.209677,74.21774194,2016,April,16
