time,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,temp,pressure,humidity,Year,month,day
2018-June-14,8315,0,128635,47944,6657,4048,42907,82950,121148,1259,2594,59542,5803,112685,55983,112743,694061,695379,57.83791667,63.46083333,293.5664167,1016.058333,59.58333333,2018,June,14
2018-June-15,8742,0,136949,41515,7367,1306,41126,98659,121149,1259,2599,62167,6228,94759,62013,87009,695510,693108,57.26833333,62.60041667,294.5288525,1015.688525,60.18852459,2018,June,15
2018-June-16,8506,0,120480,37160,5999,2586,38930,82635,121133,1249,2482,60787,6935,93295,59730,91737,619668,627421,52.51375,58.10958333,295.4088333,1016.308333,62.35833333,2018,June,16
2018-June-17,7585,0,110583,31645,5305,12189,38495,78754,120965,1245,2456,60685,6922,120560,62014,123504,581641,583651,45.44708333,52.1075,295.9100833,1019.858333,56.7,2018,June,17
2018-June-18,8252,0,117338,38017,6930,2708,38220,93041,120854,1275,2404,58609,7037,166241,55497,165541,705060,705646,54.1725,60.97625,296.1636667,1021.091667,55.68333333,2018,June,18
2018-June-19,8548,0,122729,49843,6974,3469,38281,109255,120946,1278,2463,60791,6745,124638,58554,127195,725591,725931,55.60916667,62.46208333,296.3243443,1020.254098,58.71311475,2018,June,19
2018-June-20,8810,6131,155150,70189,7202,1011,38170,127336,120990,1357,2478,58586,6315,70944,55956,75561,735485,740135,61.40291667,67.38041667,297.5025833,1018.108333,58.68333333,2018,June,20
2018-June-21,8606,11555,146999,64263,7205,1232,37407,111292,120944,1428,2532,52846,6529,96806,54611,120480,743241,749542,60.81541667,67.24625,297.6402459,1018.114754,56.75409836,2018,June,21
2018-June-22,8936,11482,128794,69150,7392,118,35875,91142,120789,1392,2543,53210,6600,132807,55636,132558,743399,749025,59.10125,65.60666667,298.1025833,1017.841667,54.51666667,2018,June,22
2018-June-23,8863,15119,119149,50696,6213,670,34521,73664,120639,1276,2352,54892,7227,95634,56857,92228,660953,668768,57.42958333,62.26583333,297.5158333,1017.616667,58.15,2018,June,23
2018-June-24,8526,12606,124767,63256,5543,2529,33943,71014,120387,1265,2166,50828,7584,56765,56619,64432,621624,622595,59.27916667,64.3475,297.7061667,1016.391667,55.5,2018,June,24
2018-June-25,8866,70,178900,101510,7079,202,34170,105040,120519,1272,2167,47894,7127,50804,51449,56619,736794,747195,61.66791667,67.98208333,297.6185,1016.383333,58.98333333,2018,June,25
2018-June-26,9111,9349,194258,88348,7584,1409,33343,97646,134952,1382,2312,52750,7180,43188,54749,44915,769630,761464,62.65208333,69.24333333,297.585,1017.158333,61.5,2018,June,26
2018-June-27,9260,14625,179966,86943,7158,5,32992,92894,142018,1386,2311,53815,7301,43821,54903,46510,759688,758305,62.47541667,68.72458333,297.2205738,1016.467213,61.45081967,2018,June,27
2018-June-28,8693,15569,182624,89862,7011,1097,32660,86681,142732,1434,2475,36190,7331,69139,46183,64988,752331,748525,61.80125,68.32916667,296.3805285,1012.00813,68.08943089,2018,June,28
2018-June-29,8637,15658,153539,92366,7280,190,32742,90944,143956,1499,2605,51440,7288,72356,55479,70992,736624,734844,61.86958333,68.23041667,296.7745902,1010.04918,68.46721311,2018,June,29
2018-June-30,8085,13888,121549,73520,5817,4255,32486,67771,144229,1306,2492,33144,7540,97436,41397,99999,650582,659932,56.00875,64.03375,296.3627222,1009.333333,65.82539683,2018,June,30
2018-July-01,6759,12861,127844,72146,5913,15088,29403,56106,147973,1223,2240,7639,7751,125362,7965,127052,638300,649194,46.20083333,61.35833333,296.4070894,1010.943089,68.12195122,2018,July,1
2018-July-02,9104,18333,145794,131378,7760,5427,25177,90369,168624,1501,2242,23789,6956,172294,25550,175263,825776,828990,55.7275,67.62333333,296.9079167,1013.941667,62.81666667,2018,July,2
2018-July-03,8680,11449,119778,81314,7882,13971,37801,106580,144446,1259,2442,29075,6922,154264,37545,175756,775463,763547,51.215,67.69708333,297.23425,1015.875,61.89166667,2018,July,3
2018-July-04,6527,0,109695,24244,4850,14968,44684,118984,142314,274,2379,12635,7907,122665,17551,135619,630413,636014,42.76833333,67.13291667,296.5589431,1015.715447,61.12195122,2018,July,4
2018-July-05,8779,859,135722,60472,6865,2147,40786,129337,119650,1421,2482,45674,7227,35510,46177,46961,666765,670291,56.88541667,66.31666667,296.578,1019.066667,56.85833333,2018,July,5
2018-July-06,8400,10534,158730,94621,7145,4976,40141,71278,119915,1153,2613,35830,6124,60030,35299,70878,679905,677912,62.64375,67.26916667,297.3696667,1019.866667,59.08333333,2018,July,6
2018-July-07,8780,15350,125179,79034,6362,1711,27615,47416,145755,1347,2402,54926,7538,83940,56417,77856,671144,670739,60.63708333,65.12958333,298.36,1018.558333,58.60833333,2018,July,7
2018-July-08,8365,15502,189216,125725,7848,1375,21854,45802,166652,1583,2270,43805,7654,108842,49098,103852,778304,781114,64.4375,63.10708333,299.2195,1018.575,56.03333333,2018,July,8
2018-July-09,9512,16864,155844,116671,7581,5455,19224,37135,167406,1355,2583,40191,7690,113176,42563,122881,712640,712060,67.40833333,66.98041667,299.7347167,1018.008333,54.44166667,2018,July,9
2018-July-10,9121,742,97397,72190,5754,47854,14118,18584,164133,1336,2379,43461,7706,202676,43094,181648,570876,574567,55.60458333,66.5075,298.7954167,1016.908333,60.95,2018,July,10
2018-July-11,7593,10305,175907,101860,6880,12404,28456,37690,132524,1244,2188,12197,7185,179870,13200,177438,734960,700108,61.52166667,67.30958333,297.6606667,1014.816667,66.125,2018,July,11
2018-July-12,8489,1262,122257,90569,6771,13435,28659,42017,144441,1351,2227,22396,7081,162700,23285,147342,689519,678974,61.36833333,69.60666667,297.3493388,1015.338843,62.61983471,2018,July,12
2018-July-13,8620,15776,146454,113563,7111,89,27363,69117,143266,1493,2414,52920,7558,95655,54722,95100,754748,755051,63.47791667,69.365,297.4260413,1016.545455,62.23140496,2018,July,13
2018-July-14,9172,15622,124080,109447,6008,328,26579,56017,143530,1349,2246,58034,7231,53961,55697,59712,676064,669677,62.12458333,66.66583333,298.0756083,1016.391667,59.39166667,2018,July,14
2018-July-15,8741,15212,111247,85099,5026,5685,26235,38491,143589,1354,2219,51026,6982,88174,54810,94543,617285,613109,58.82166667,63.97708333,297.3603306,1015.983471,60.76033058,2018,July,15
2018-July-16,8166,14880,125168,97003,6677,5629,26694,50968,144067,1478,2091,57261,7071,146771,57522,138064,734377,730794,60.78791667,67.45125,297.6273554,1016.479339,56.32231405,2018,July,16
2018-July-17,7920,15186,126352,113307,7078,0,27237,80396,144037,1391,2172,60558,6737,84839,59546,92295,749639,756990,62.79541667,68.63166667,298.24475,1016.883333,55.75833333,2018,July,17
2018-July-18,8430,15708,126061,112100,6589,1217,26518,99793,143949,1380,2109,58823,6784,88045,59204,96120,757014,766932,63.62416667,69.38291667,298.70825,1015.033333,54.975,2018,July,18
2018-July-19,8941,15715,137621,112924,6514,1155,26191,82279,143908,1496,2236,60836,7017,80898,58926,84967,760634,768147,64.0175,69.92208333,298.1400833,1015.433333,58.51666667,2018,July,19
2018-July-20,9316,15055,121201,104897,7408,6259,26938,64887,144293,1448,2417,56657,7642,123958,56903,122284,753710,753479,61.88166667,68.10208333,297.2839167,1014.6,60.55,2018,July,20
2018-July-21,9411,9735,122054,77230,5699,2435,26727,56009,147137,1337,2370,58732,8026,63111,56731,67452,662994,656873,61.81125,66.61833333,296.9210583,1014.3,62.03333333,2018,July,21
2018-July-22,9224,9830,113504,69410,5589,12191,25850,48091,153170,1330,2216,57197,7804,70350,56514,68709,607520,601384,59.385,64.56291667,296.8730833,1015.066667,63.325,2018,July,22
2018-July-23,9377,10518,142558,116306,6904,721,26161,88252,159441,1502,2160,60250,7744,56776,59791,64070,738131,743291,63.41833333,69.20666667,298.1543833,1015.358333,61.84166667,2018,July,23
2018-July-24,9416,15462,164546,127696,7259,1708,25686,87169,155568,1521,2162,60290,7499,53653,59918,59173,767103,764405,64.78583333,70.62208333,298.4932727,1014.099174,63.15702479,2018,July,24
2018-July-25,9355,15700,157208,123567,7074,1453,25497,79384,143666,1506,2259,62055,7286,52314,59776,62803,757950,753496,64.92083333,70.73416667,298.4608,1014.666667,58.94166667,2018,July,25
2018-July-26,9444,15758,178160,123228,7508,1284,25232,75894,143643,1507,2412,58296,7330,48570,59601,54493,767027,764418,66.01041667,72.10958333,298.6513333,1013.508333,58.76666667,2018,July,26
2018-July-27,9436,15727,176627,101990,7545,1678,25095,76381,140522,1503,2507,61269,7339,75048,60513,74261,761016,760017,64.49,70.5425,298.7856612,1012.652893,57.80165289,2018,July,27
2018-July-28,9694,15815,140117,66345,6604,808,22540,69010,133215,1342,2499,62973,7243,65151,61728,69295,669872,676631,63.72083333,68.72416667,298.2969167,1013.716667,59.38333333,2018,July,28
2018-July-29,9492,10384,115415,62696,6183,8267,22091,41080,140505,1261,2175,62270,7057,104934,60744,103935,625205,620455,59.13791667,64.63708333,298.2725833,1014.95,61.55,2018,July,29
2018-July-30,9326,10579,179590,101885,7439,1383,22573,55463,152943,1132,2369,62050,7574,73757,60924,73760,742394,742119,64.70833333,71.82583333,298.7785,1016.016667,59.00833333,2018,July,30
2018-July-31,9242,11166,186565,118653,7442,1658,23333,52558,163998,1198,2371,60569,7706,57958,58815,60709,747757,752587,65.14083333,72.05708333,299.0161475,1016.254098,60.30327869,2018,July,31
2018-August-01,7066,20676,214937,145422,7630,2697,29528,78358,147969,1237,1982,16893,8176,45253,15497,45522,789988,790067,64.8775,68.6425,300.4850413,1016.495868,54.40495868,2018,August,1
2018-August-02,9363,16526,195034,145641,7719,4540,25176,88963,168595,1509,2332,32592,7405,116229,31456,116766,831888,836139,61.36333333,71.07083333,302.1604917,1016.783333,47.70833333,2018,August,2
2018-August-03,7713,0,109774,59293,7755,10162,37325,101966,145481,1285,2507,12692,7340,181966,13589,189739,757541,752571,48.07125,73.99208333,302.8158678,1017.041322,48.83471074,2018,August,3
2018-August-04,5975,0,97288,33162,4930,52844,45072,104600,138183,394,2218,24947,7600,151754,24503,162347,599227,593979,35.03083333,70.50333333,302.4173417,1017.175,48.31666667,2018,August,4
2018-August-05,8702,842,138161,60658,6936,1611,40432,100345,120990,1534,2603,38373,6796,80289,40677,81529,686367,682608,57.16958333,69.71166667,302.4817833,1015.808333,47.35833333,2018,August,5
2018-August-06,8755,9949,159176,89810,7524,4444,40906,67855,123154,1156,2584,23006,6218,72605,26303,76904,675350,675037,61.69333333,74.00125,302.2861333,1014.008333,50.14166667,2018,August,6
2018-August-07,8741,10158,119301,69476,5563,7194,28082,42314,145476,1344,2276,59525,7596,81287,56433,83970,628044,622418,58.02458333,70.3575,301.1442021,1011.116667,55.34166667,2018,August,7
2018-August-08,8957,12768,161706,124094,7216,4564,22095,41540,166848,1409,2353,47561,7423,106926,51335,97522,752956,762549,65.38291667,70.915,299.3560833,1013,58.49166667,2018,August,8
2018-August-09,8930,16499,110469,106916,6200,3978,18195,41803,167610,1336,2402,19209,7731,75134,24288,73134,628084,623790,68.01833333,68.47708333,297.6883065,1015.975806,61.47580645,2018,August,9
2018-August-10,8894,7552,172319,117694,7126,4816,14814,36401,166392,1370,2535,42570,7752,88979,39812,95240,669488,669959,68.75083333,68.77041667,297.5572951,1021.368852,57.22131148,2018,August,10
2018-August-11,8201,10307,182883,115355,6928,3021,28634,47039,138140,1382,2325,8816,7471,171669,11467,166511,732833,737068,61.67041667,68.45416667,299.176375,1020.491667,60.15833333,2018,August,11
2018-August-12,8502,842,129586,86427,5505,17552,26706,30903,146881,1387,2222,18834,6824,146245,21041,114998,618175,628084,60.87833333,67.24416667,299.9206667,1015.816667,62.75,2018,August,12
2018-August-13,8542,9883,167822,87901,7263,1320,22067,34501,167015,1527,2345,54904,7571,77028,53319,84127,719420,706552,63.36083333,70.18125,298.6200826,1014.214876,61.66115702,2018,August,13
2018-August-14,8697,6441,125262,75338,7534,4012,21347,34517,167354,1541,2339,58566,7226,142034,55583,135261,707155,699832,61.09,68.13958333,297.8359504,1017.479339,62.74380165,2018,August,14
2018-August-15,9203,0,109594,76221,6683,5742,20454,41097,166888,1395,2310,54648,7686,82534,54566,85854,609764,625373,59.94,66.13125,297.9738333,1017.575,62.50833333,2018,August,15
2018-August-16,9267,0,159411,86901,7642,1574,20739,43562,166831,1435,2219,43239,7311,87191,47181,79448,708045,687430,63.97208333,71.2875,297.737459,1015.983607,66.78688525,2018,August,16
2018-August-17,9510,0,112785,64894,7553,6168,20850,33946,167330,1526,2346,44766,7462,165004,46601,166660,680363,672704,60.325,67.13958333,296.565748,1017.913386,66.72440945,2018,August,17
2018-August-18,9432,0,94742,48744,5979,7519,19360,36746,167418,1362,2309,46478,7527,162664,48907,161976,622123,612565,57.10541667,63.11083333,296.6885,1019.208333,61.41666667,2018,August,18
2018-August-19,9087,0,93075,48544,5470,7839,18836,35925,167359,1356,2206,49409,7494,136696,50396,140181,587801,585904,56.87875,63.69583333,298.1016667,1019.633333,57.71666667,2018,August,19
2018-August-20,8845,0,119529,89618,6576,3416,20912,71633,167157,1369,2200,50198,7138,128976,51655,132213,694512,702170,62.96541667,69.04583333,298.8065,1018.5,53.20833333,2018,August,20
2018-August-21,9177,0,189219,130573,7038,763,20048,63864,167375,1341,2208,51936,7097,75787,51481,83535,724611,727328,66.58416667,72.4825,299.1290417,1015.583333,52.80833333,2018,August,21
2018-August-22,8766,1672,213624,147384,7103,0,20294,66452,167325,1386,2244,46064,7046,47718,48830,57873,735551,736821,68.7,74.95125,299.4407724,1015.390244,54.04065041,2018,August,22
2018-August-23,9081,7404,184119,137322,6933,109,19975,60078,167211,1429,2350,45974,7617,69476,47349,63815,731640,734904,67.48541667,72.91541667,299.1056198,1016.991736,55.20661157,2018,August,23
2018-August-24,9069,9141,130880,124379,7057,731,19318,45073,167348,1461,2466,49243,7537,112551,46959,111940,721982,727655,64.5625,70.42583333,298.38175,1017.25,57.93333333,2018,August,24
2018-August-25,8797,0,108296,83354,5721,2690,18050,28497,167409,1348,2423,49681,7587,107050,48731,117028,649796,647463,62.39333333,68.565,297.1891667,1015.558333,60.525,2018,August,25
2018-August-26,8251,11,108117,96140,5403,1715,17979,34279,167514,1358,2157,54156,7416,48087,51428,59232,604844,604425,64.7125,70.55916667,297.5433333,1015.133333,56.49166667,2018,August,26
2018-August-27,8072,15198,163160,127249,6966,1595,19014,71064,167158,1526,2103,40546,7195,73649,47601,86139,739435,745371,66.43708333,72.59166667,298.7184298,1015.231405,60.65289256,2018,August,27
2018-August-28,8268,16851,164553,123528,7342,3180,18867,63461,166978,1421,2144,43834,7429,121487,45029,116745,772224,765230,68.105,73.81916667,299.09675,1015.375,63.925,2018,August,28
2018-August-29,8970,16723,184678,123431,7206,1522,18177,51155,167331,763,2299,47589,7650,82238,46397,83850,756800,760804,70.47916667,75.90166667,297.7630833,1017.425,65.21666667,2018,August,29
2018-August-30,9055,16941,180997,120329,7094,2985,18551,62193,167358,453,2395,47167,7412,90635,47257,103007,748570,759039,69.63,74.98041667,297.8695,1018.966667,62.875,2018,August,30
2018-August-31,8948,17113,154252,125239,7360,971,19100,48798,165489,573,2470,46541,7704,117111,46760,112888,751230,750234,68.41916667,73.53208333,297.9391935,1018.185484,64.28225806,2018,August,31
2018-September-01,7018,17193,165235,154680,8224,3907,27897,61787,148005,1273,2052,6526,7773,171186,7659,170442,812822,820752,58.52208333,70.03125,298.3446667,1017.85,60.475,2018,September,1
2018-September-02,9004,16620,181386,149474,7817,3987,25992,64117,168616,1433,2302,21173,7490,141484,21099,141234,823005,826407,59.33416667,71.24,298.7844375,1015.608333,58.25,2018,September,2
2018-September-03,8482,0,104279,38734,7816,19688,38699,82711,143662,1348,2499,15325,6959,252714,14887,243949,739541,742788,43.19666667,77.47875,297.3801667,1013.475,67.71666667,2018,September,3
2018-September-04,5178,0,121841,50985,6874,6334,44617,127814,121342,426,2292,25242,7530,142256,27411,156341,713299,707134,50.75791667,78.11333333,296.50575,1013.366667,66.95,2018,September,4
2018-September-05,7967,806,125261,65397,7360,3528,40029,80175,120841,1502,2669,32233,6440,123180,37968,120313,676685,681900,56.1725,80.64083333,295.9491057,1014.577236,70.60162602,2018,September,5
2018-September-06,8589,9672,136479,53199,6067,9062,41133,67119,123210,1256,2454,25038,6038,88047,31966,79571,603812,604941,58.60166667,76.39333333,295.3656,1014.512,70.216,2018,September,6
2018-September-07,8702,13886,149396,94990,6986,2963,29152,68679,145553,1388,2233,61597,7454,106784,59624,99097,748035,760693,61.18541667,74.71333333,295.1962602,1015.99187,68.99186992,2018,September,7
2018-September-08,8425,12532,130618,102391,7244,4732,21745,41284,166916,1375,2434,54541,7438,117575,51795,120447,734188,734585,63.24458333,74.9075,294.6768413,1017.507937,74.12698413,2018,September,8
2018-September-09,8697,17486,110394,111122,5844,5180,18387,31409,167575,1352,2304,26766,7817,38442,28047,43417,588695,582884,70.25875,76.67166667,295.6342149,1019.495868,72.16528926,2018,September,9
2018-September-10,8776,17428,178347,121644,7687,2730,14414,36468,166217,1465,2570,32922,7791,89946,29682,89496,677190,674580,68.60833333,79.00875,295.991,1022.216667,66.5,2018,September,10
2018-September-11,7976,10707,131724,78039,7118,5007,29349,48607,134606,1381,2296,22463,7122,264129,19340,258660,711858,722007,60.03666667,77.25958333,296.4675,1022.333333,67.09166667,2018,September,11
2018-September-12,8503,998,133221,84259,5311,11631,25300,35377,146979,1380,2106,23526,6390,140714,21864,131946,618832,614634,60.44875,80.55166667,296.6491057,1021.390244,71.38211382,2018,September,12
2018-September-13,8334,11970,171431,137906,7474,131,17197,76003,167188,1331,2534,43165,7640,65249,40894,77675,737540,741831,74.43958333,79.895,296.7201667,1019.45,69.56666667,2018,September,13
2018-September-14,8113,11571,167978,136611,7923,501,17221,60906,167403,1444,2534,28769,7568,78473,29843,80308,731204,734553,73.16708333,78.905,296.2878333,1018.958333,69.89166667,2018,September,14
2018-September-15,8242,8840,129886,127152,6528,3128,16104,41065,167686,1471,2275,31403,7714,53562,29084,63433,642415,637856,70.64208333,75.70583333,295.946748,1019.918699,69.91869919,2018,September,15
